,Date,Time,User,Message,Year,Month,Day,Words,Word Length,Message Characters,Media
494,28-04-2018,10:13 AM, Fri Manoj Sirimla,Congratulations snikitha and indusha,2018,4,28,"['Congratulations', 'snikitha', 'and', 'indusha']",2,33,FALSE
495,28-04-2018,10:33 AM, Fri Manoj Sirimla,congratulations snikitha n Indusha,2018,4,28,"['congratulations', 'snikitha', 'n', 'Indusha']",2,31,FALSE
496,28-04-2018,10:34 AM, Fri Manoj Sirimla,Tnq all,2018,4,28,"['Tnq', 'all']",0,4,FALSE
497,28-04-2018,10:54 AM, Fri Manoj Sirimla,This message was deleted,2018,4,28,"['This', 'message', 'was', 'deleted']",2,21,FALSE
498,28-04-2018,10:58 AM, Fri Manoj Sirimla,Cngrts indusha,2018,4,28,"['Cngrts', 'indusha']",0,11,FALSE
499,28-04-2018,10:58 AM, Fri Saikirshna Bingi,Congo snik and ind.... Congo...🤝🏻🤝🏻💐💐,2018,4,28,"['Congo', 'snik', 'and', 'ind', 'Congo', '']",4,34,FALSE
500,28-04-2018,11:43 AM, Fri Manoj Sirimla,All the best for new journey... 🤘🤘🙌🏻,2018,4,28,"['All', 'the', 'best', 'for', 'new', 'journey', '']",5,33,FALSE
501,28-04-2018,11:43 AM, Fri Manoj Sirimla,Tnq,2018,4,28,['Tnq'],-1,0,FALSE
502,28-04-2018,PM, Fri Manoj Sirimla,Congrats snikky and indhu😀😀,2018,4,28,"['Congrats', 'snikky', 'and', 'indhu', '']",3,24,FALSE
503,28-04-2018,PM, Fri Manoj Sirimla,Congo snikitha and indusha.... 💐💐,2018,4,28,"['Congo', 'snikitha', 'and', 'indusha', '']",3,30,FALSE
504,28-04-2018,PM, Cse Srujana,//youtu.be/ZnVIUr_BQSs,2018,4,28,"['', 'youtu', 'be', 'ZnVIUr', 'BQSs']",3,19,FALSE
505,28-04-2018,PM, Cse Nikila A,Thnk u all,2018,4,28,"['Thnk', 'u', 'all']",1,7,FALSE
506,28-04-2018,PM, Cse Ravathi,👆,2018,4,28,"['', '']",0,-2,FALSE
507,29-04-2018,PM, Fri Saikumar Jntu,Cngrts ra s.Manoj(USA ),2018,4,29,"['Cngrts', 'ra', 's', 'Manoj', 'USA', '']",4,20,FALSE
508,30-04-2018,PM, Cse Shirisha,Nri congrats,2018,4,30,"['Nri', 'congrats']",0,9,FALSE
509,30-04-2018,PM, Cse Mounika Muniga,Cognizant employee Manoj.s,2018,4,30,"['Cognizant', 'employee', 'Manoj', 's']",2,23,FALSE
510,30-04-2018,PM, Cse Mounya,Lalla congrats raa,2018,4,30,"['Lalla', 'congrats', 'raa']",1,15,FALSE
511,30-04-2018,PM, Cse Snikitha,Congrats ra lalla,2018,4,30,"['Congrats', 'ra', 'lalla']",1,14,FALSE
512,30-04-2018,PM, Fri Manoj Sirimla,No lallaa only lolli now😁😁,2018,4,30,"['No', 'lallaa', 'only', 'lolli', 'now', '']",4,23,FALSE
513,30-04-2018,PM, Fri Manoj Sirimla,"05 PM - Fri M. karthik changed the subject from ""CSE"" to ""Lalla cognizant😊😊""",2018,4,30,"['05', 'PM', 'Fri', 'M', 'karthik', 'changed', 'the', 'subject', 'from', 'CSE', 'to', 'Lalla', 'cognizant', '']",12,73,FALSE
514,30-04-2018,PM, Fri Manoj Sirimla,Lalla na shisyarikam chedhuvu rara,2018,4,30,"['Lalla', 'na', 'shisyarikam', 'chedhuvu', 'rara']",3,31,FALSE
515,30-04-2018,PM, Fri Manoj Sirimla,Sai Ga ma cls vallu namatam ldu anukonta ra evru msg kuda pedatam ldu,2018,4,30,"['Sai', 'Ga', 'ma', 'cls', 'vallu', 'namatam', 'ldu', 'anukonta', 'ra', 'evru', 'msg', 'kuda', 'pedatam', 'ldu']",12,66,FALSE
516,30-04-2018,PM, Fri Saikumar Jntu,congratulations ra lalla,2018,4,30,"['congratulations', 'ra', 'lalla']",1,21,FALSE
517,30-04-2018,PM, Cse Deepa,Arey chudale kavachu Inka yevaruu,2018,4,30,"['Arey', 'chudale', 'kavachu', 'Inka', 'yevaruu']",3,30,FALSE
518,30-04-2018,PM, Fri Manoj Sirimla,Oh avuna OK le,2018,4,30,"['Oh', 'avuna', 'OK', 'le']",2,11,FALSE
519,30-04-2018,PM, Fri Saikumar Jntu,congrats ra lalla😅😅,2018,4,30,"['congrats', 'ra', 'lalla', '']",2,16,FALSE
520,30-04-2018,PM, Fri Saikumar Jntu,Congrats manojj,2018,4,30,"['Congrats', 'manojj']",0,12,FALSE
521,30-04-2018,PM, Fri Manoj Sirimla,Congrats manoj,2018,4,30,"['Congrats', 'manoj']",0,11,FALSE
522,30-04-2018,PM, Fri Saikumar Jntu,Congrats manoj,2018,4,30,"['Congrats', 'manoj']",0,11,FALSE
523,30-04-2018,PM, Fri Manoj Sirimla,Congrats Sirimalla Manoj Kumar,2018,4,30,"['Congrats', 'Sirimalla', 'Manoj', 'Kumar']",2,27,FALSE
524,30-04-2018,PM, Fri Saikumar Jntu,Txs ra,2018,4,30,"['Txs', 'ra']",0,3,FALSE
525,05-01-2018,12:57 AM, Fri Manoj Sirimla,Txs ra,2018,1,5,"['Txs', 'ra']",0,3,FALSE
526,05-01-2018,12:57 AM, Fri Saikumar Jntu,Txs senior,2018,1,5,"['Txs', 'senior']",0,7,FALSE
527,05-01-2018,12:58 AM, Fri Manoj Sirimla,Txs nri,2018,1,5,"['Txs', 'nri']",0,4,FALSE
528,05-01-2018,12:58 AM, Fri Saikumar Jntu,Txs ra raj,2018,1,5,"['Txs', 'ra', 'raj']",1,7,FALSE
529,05-01-2018,12:58 AM, Fri Manoj Sirimla,Tx momentum,2018,1,5,"['Tx', 'momentum']",0,8,FALSE
530,05-01-2018,12:58 AM, Fri Manoj Sirimla,Txs ravs🙃,2018,1,5,"['Txs', 'ravs', '']",1,6,FALSE
531,05-01-2018,12:59 AM, Fri Manoj Sirimla,Thondaraga raara na shisyarikam theesukodaniki😆😆,2018,1,5,"['Thondaraga', 'raara', 'na', 'shisyarikam', 'theesukodaniki', '']",4,45,FALSE
532,05-01-2018,12:59 AM, Fri Manoj Sirimla,Txs niit,2018,1,5,"['Txs', 'niit']",0,5,FALSE
533,05-01-2018,12:59 AM, Fri Saikumar Jntu,🚶🚶🚶😛,2018,1,5,"['', '']",0,1,FALSE
534,05-01-2018,12:59 AM, Fri Manoj Sirimla,Txs 🐷,2018,1,5,"['Txs', '']",0,2,FALSE
535,05-01-2018,12:59 AM, Fri Saikumar Jntu,Txs nri☺,2018,1,5,"['Txs', 'nri', '']",1,5,FALSE
536,05-01-2018,1:00 AM, Fri Manoj Sirimla,"36 AM - Fri Saikirshna Bingi changed the subject from ""Lalla cognizant😊😊"" to ""Coganizantla Lolli😊😊""",2018,1,5,"['36', 'AM', 'Fri', 'Saikirshna', 'Bingi', 'changed', 'the', 'subject', 'from', 'Lalla', 'cognizant', 'to', 'Coganizantla', 'Lolli', '']",13,96,FALSE
537,05-01-2018,8:36 AM, Fri Saikumar Jntu,Congrats manoj,2018,1,5,"['Congrats', 'manoj']",0,11,FALSE
538,05-01-2018,6:15 AM, Fri Manoj Sirimla,Congratulations manoj,2018,1,5,"['Congratulations', 'manoj']",0,18,FALSE
539,05-01-2018,6:18 AM, Fri Manoj Sirimla,Congrats manoj,2018,1,5,"['Congrats', 'manoj']",0,11,FALSE
540,05-01-2018,6:36 AM, Fri Saikumar Jntu,Congratulations ra....,2018,1,5,"['Congratulations', 'ra', '']",1,19,FALSE
541,05-01-2018,7:04 AM, Fri Manoj Sirimla,Congrats manoj,2018,1,5,"['Congrats', 'manoj']",0,11,FALSE
542,05-01-2018,7:05 AM, Fri Manoj Sirimla,Congrats Manoj,2018,1,5,"['Congrats', 'Manoj']",0,11,FALSE
543,05-01-2018,7:08 AM, Fri Manoj Sirimla,Congrats Manoj,2018,1,5,"['Congrats', 'Manoj']",0,11,FALSE
544,05-01-2018,7:42 AM, Fri Manoj Sirimla,Congrats Manoj,2018,1,5,"['Congrats', 'Manoj']",0,11,FALSE
545,05-01-2018,7:53 AM, Fri Manoj Sirimla,Txs sruj,2018,1,5,"['Txs', 'sruj']",0,5,FALSE
546,05-01-2018,8:25 AM, Fri Manoj Sirimla,Txs nik,2018,1,5,"['Txs', 'nik']",0,4,FALSE
547,05-01-2018,8:25 AM, Cse Shwetha Diploma,Txs rev,2018,1,5,"['Txs', 'rev']",0,4,FALSE
548,05-01-2018,8:25 AM, Fri Manoj Sirimla,Txs ra vistex...credit nekai😛,2018,1,5,"['Txs', 'ra', 'vistex', 'credit', 'nekai', '']",4,26,FALSE
549,05-01-2018,8:25 AM, Cse Niharika,😳😳😳😳,2018,1,5,"['', '']",0,1,FALSE
550,05-01-2018,8:26 AM, Cse Meghana,Congrats Manoj,2018,1,5,"['Congrats', 'Manoj']",0,11,FALSE
551,05-01-2018,8:26 AM, Fri Manoj Sirimla,Laptop venaka venu mukala nilchoni...push push chesav ga☺,2018,1,5,"['Laptop', 'venaka', 'venu', 'mukala', 'nilchoni', 'push', 'push', 'chesav', 'ga', '']",8,54,FALSE
552,05-01-2018,8:27 AM, Cse Sruthi,Hahahahahahahaha,2018,1,5,['Hahahahahahahaha'],-1,13,FALSE
553,05-01-2018,8:27 AM, Cse Shailaja Cse,Any way congrats darling......have a great future ahead😋😋,2018,1,5,"['Any', 'way', 'congrats', 'darling', 'have', 'a', 'great', 'future', 'ahead', '']",8,54,FALSE
554,05-01-2018,8:28 AM, Cse Mounika T,Txs darlz😘,2018,1,5,"['Txs', 'darlz', '']",1,7,FALSE
555,05-01-2018,8:28 AM, Krishnakanth_Yachareni,Thanks endi ra...dawath leda em,2018,1,5,"['Thanks', 'endi', 'ra', 'dawath', 'leda', 'em']",4,28,FALSE
556,05-01-2018,8:29 AM, Fri Srinivas Cse,Istha le vastha atu🙈 three days lo😋,2018,1,5,"['Istha', 'le', 'vastha', 'atu', 'three', 'days', 'lo', '']",6,32,FALSE
557,05-01-2018,8:29 AM, Fri Saikumar Jntu,"Friday, Saturday , Sunday ee three days lo epudu vachina no probs",2018,1,5,"['Friday', 'Saturday', 'Sunday', 'ee', 'three', 'days', 'lo', 'epudu', 'vachina', 'no', 'probs']",9,62,FALSE
558,05-01-2018,8:30 AM, Fri Vikram Cse,Offerlu zomato vadu kuda intha reasonable ga ivad emo🙁,2018,1,5,"['Offerlu', 'zomato', 'vadu', 'kuda', 'intha', 'reasonable', 'ga', 'ivad', 'emo', '']",8,51,FALSE
559,05-01-2018,8:31 AM, Fri Saikumar Jntu,Hahahahaha,2018,1,5,['Hahahahaha'],-1,7,FALSE
560,05-01-2018,8:32 AM, Fri Vishnu Prasad,Ha papa okathi crying😛,2018,1,5,"['Ha', 'papa', 'okathi', 'crying', '']",3,19,FALSE
561,05-01-2018,8:32 AM, Fri Vishnu Prasad,Hahahaha,2018,1,5,['Hahahaha'],-1,5,FALSE
562,05-01-2018,8:33 AM, Fri Manoj K,Ne dp chupeta nyt,2018,1,5,"['Ne', 'dp', 'chupeta', 'nyt']",2,14,FALSE
563,05-01-2018,8:33 AM, Fri Manoj Sirimla,Ika oka manam ga edupu aputhaled,2018,1,5,"['Ika', 'oka', 'manam', 'ga', 'edupu', 'aputhaled']",4,29,FALSE
564,05-01-2018,8:33 AM, Fri Vikram Cse,Photogenic face antey adey nemo,2018,1,5,"['Photogenic', 'face', 'antey', 'adey', 'nemo']",3,28,FALSE
565,05-01-2018,8:33 AM, Fri Vikram Cse,🤧,2018,1,5,"['', '']",0,-2,FALSE
566,05-01-2018,8:33 AM, Fri Manoj Sirimla,Na do ankoni Ni do chupetavemo ra...andukae edustundi,2018,1,5,"['Na', 'do', 'ankoni', 'Ni', 'do', 'chupetavemo', 'ra', 'andukae', 'edustundi']",7,50,FALSE
567,05-01-2018,8:33 AM, Fri Manoj Sirimla,Na dp chupisthey life lo edupu apad mari😛,2018,1,5,"['Na', 'dp', 'chupisthey', 'life', 'lo', 'edupu', 'apad', 'mari', '']",7,38,FALSE
568,05-01-2018,8:34 AM, Fri Vikram Cse,Ha chalu ra.,2018,1,5,"['Ha', 'chalu', 'ra', '']",2,9,FALSE
569,05-01-2018,8:34 AM, Fri Vikram Cse,Satisfied ah🐘,2018,1,5,"['Satisfied', 'ah', '']",1,10,FALSE
570,05-01-2018,8:35 AM, Fri Saikumar Jntu,Group name bagundha ra...Nik thaginattu ga Inka emaina pettamantava,2018,1,5,"['Group', 'name', 'bagundha', 'ra', 'Nik', 'thaginattu', 'ga', 'Inka', 'emaina', 'pettamantava']",8,64,FALSE
571,05-01-2018,8:35 AM, Fri Saikumar Jntu,Nek ndk ra ah srama,2018,1,5,"['Nek', 'ndk', 'ra', 'ah', 'srama']",3,16,FALSE
572,05-01-2018,8:36 AM, Fri Manoj Sirimla,Nen una ga eh pani lekunda😅,2018,1,5,"['Nen', 'una', 'ga', 'eh', 'pani', 'lekunda', '']",5,24,FALSE
573,05-01-2018,8:36 AM, Fri Manoj Sirimla,Nve marchukuntavemo Ani ala ananu ra,2018,1,5,"['Nve', 'marchukuntavemo', 'Ani', 'ala', 'ananu', 'ra']",4,33,FALSE
574,05-01-2018,8:36 AM, Fri Vikram Cse,Lolli kadh nolli😜 ra sunta,2018,1,5,"['Lolli', 'kadh', 'nolli', 'ra', 'sunta']",3,23,FALSE
575,05-01-2018,8:37 AM, Fri Saikumar Jntu,Txs sirish,2018,1,5,"['Txs', 'sirish']",0,7,FALSE
576,05-01-2018,8:41 AM, Fri Vikram Cse,Txs 23,2018,1,5,"['Txs', '23']",0,3,FALSE
577,05-01-2018,8:41 AM, Fri Saikumar Jntu,Txs @919505614277,2018,1,5,"['Txs', '919505614277']",0,14,FALSE
578,05-01-2018,8:42 AM, Fri Manoj Sirimla,Txs sniker,2018,1,5,"['Txs', 'sniker']",0,7,FALSE
579,05-01-2018,8:45 AM, Fri Saikumar Jntu,Txs dhupam deepam🎭,2018,1,5,"['Txs', 'dhupam', 'deepam', '']",2,15,FALSE
580,05-01-2018,8:49 AM, Fri Vikram Cse,Congrats manoj,2018,1,5,"['Congrats', 'manoj']",0,11,FALSE
581,05-01-2018,8:55 AM, Fri Saikumar Jntu,Txs swetha☺,2018,1,5,"['Txs', 'swetha', '']",1,8,FALSE
582,05-01-2018,8:55 AM, Cse Ravali,Congrats manoj,2018,1,5,"['Congrats', 'manoj']",0,11,FALSE
583,05-01-2018,8:59 AM, Cse Aruna Kumari,congrats manoj,2018,1,5,"['congrats', 'manoj']",0,11,FALSE
584,05-01-2018,8:59 AM, Fri Santosh Cse,Tx Ni ah🙂,2018,1,5,"['Tx', 'Ni', 'ah', '']",2,6,FALSE
585,05-01-2018,9:01 AM, Fri M. karthik,Congrats Manoj....,2018,1,5,"['Congrats', 'Manoj', '']",1,15,FALSE
586,05-01-2018,9:09 AM, Fri Santosh Cse,Congrats manoj.s,2018,1,5,"['Congrats', 'manoj', 's']",1,13,FALSE
587,05-01-2018,9:25 AM, Fri Saikirshna Bingi,Congrats Manoj,2018,1,5,"['Congrats', 'Manoj']",0,11,FALSE
588,05-01-2018,9:26 AM, Fri Rajashaker Cse,Congratulations lalla😊😊,2018,1,5,"['Congratulations', 'lalla', '']",1,20,FALSE
589,05-01-2018,10:50 AM, Krishnakanth_Yachareni,Congrats ra lalla manoj,2018,1,5,"['Congrats', 'ra', 'lalla', 'manoj']",2,20,FALSE
590,05-01-2018,10:53 AM, Fri Ramnarayan Cse,Haa,2018,1,5,['Haa'],-1,0,FALSE
591,05-01-2018,10:57 AM, Fri Saikumar Jntu,Evarevaru velthunaru indhusha marriage ki....?,2018,1,5,"['Evarevaru', 'velthunaru', 'indhusha', 'marriage', 'ki', '']",4,43,FALSE
592,05-01-2018,11:03 AM, Cse Srujana,01 AM - Fri Vikram Cse removed Cse Indhusha,2018,1,5,"['01', 'AM', 'Fri', 'Vikram', 'Cse', 'removed', 'Cse', 'Indhusha']",6,40,FALSE
593,05-01-2018,11:01 AM, Cse Deepa,Arey nak pani undi ra..nenu vellatle,2018,1,5,"['Arey', 'nak', 'pani', 'undi', 'ra', 'nenu', 'vellatle']",5,33,FALSE
594,05-01-2018,11:03 AM, Cse Snigda,Congrats raa lolli...😘🤝🏻🤝🏻👌🏻👌🏻,2018,1,5,"['Congrats', 'raa', 'lolli', '']",2,27,FALSE
595,05-01-2018,11:10 AM, Cse Mounika Muniga,Nen ravatle mama....,2018,1,5,"['Nen', 'ravatle', 'mama', '']",2,17,FALSE
596,05-01-2018,11:10 AM, Cse Nikila A,Areyyy nen kuda raavatle raaa,2018,1,5,"['Areyyy', 'nen', 'kuda', 'raavatle', 'raaa']",3,26,FALSE
597,05-01-2018,11:11 AM, Cse Mounya,Nv pothunava🙃,2018,1,5,"['Nv', 'pothunava', '']",1,10,FALSE
598,05-01-2018,11:12 AM, Cse Shirisha,Evarina velthe I will try to go..,2018,1,5,"['Evarina', 'velthe', 'I', 'will', 'try', 'to', 'go', '']",6,30,FALSE
599,05-01-2018,11:12 AM, Fri Vikram Cse,Nv pothunava ra,2018,1,5,"['Nv', 'pothunava', 'ra']",1,12,FALSE
600,05-01-2018,11:12 AM, Cse Ravathi,Nv potha antey,2018,1,5,"['Nv', 'potha', 'antey']",1,11,FALSE
601,05-01-2018,11:13 AM, Cse Tejaswi,Nen vastha🤔,2018,1,5,"['Nen', 'vastha', '']",1,8,FALSE
602,05-01-2018,11:13 AM, Cse Spandhana,Ok,2018,1,5,['Ok'],-1,-1,FALSE
603,05-01-2018,11:13 AM, Fri Jhanaki Ram,Inka evarina vastaremo chudu,2018,1,5,"['Inka', 'evarina', 'vastaremo', 'chudu']",2,25,FALSE
604,05-01-2018,11:13 AM, Cse Mounika T,Nik evaru kavali valani adgu ra...,2018,1,5,"['Nik', 'evaru', 'kavali', 'valani', 'adgu', 'ra', '']",5,31,FALSE
605,05-01-2018,11:14 AM, Cse Shailaja Cse,Simple kada,2018,1,5,"['Simple', 'kada']",0,8,FALSE
606,05-01-2018,11:14 AM, Fri Vishnu Prasad,Antha mata antava☹,2018,1,5,"['Antha', 'mata', 'antava', '']",2,15,FALSE
607,05-01-2018,11:14 AM, Cse Snikitha,Sap logic😜,2018,1,5,"['Sap', 'logic', '']",1,7,FALSE
608,05-01-2018,11:14 AM, Cse Niharika,Ary NE Abba eddare me velli em chestam Ra jeffa,2018,1,5,"['Ary', 'NE', 'Abba', 'eddare', 'me', 'velli', 'em', 'chestam', 'Ra', 'jeffa']",8,44,FALSE
609,05-01-2018,11:14 AM, Fri Manoj K,Ma bammardi eh kada ra andukae ala adga,2018,1,5,"['Ma', 'bammardi', 'eh', 'kada', 'ra', 'andukae', 'ala', 'adga']",6,36,FALSE
610,05-01-2018,11:14 AM, Fri Srinivas Cse,Nv daa Ra Mari podam,2018,1,5,"['Nv', 'daa', 'Ra', 'Mari', 'podam']",3,17,FALSE
611,05-01-2018,11:15 AM, Cse Swathi,😜😜😜😜😜,2018,1,5,"['', '']",0,2,FALSE
612,05-01-2018,11:15 AM, Cse Maheswari,🤝,2018,1,5,"['', '']",0,-2,FALSE
613,05-01-2018,11:15 AM, Fri Manoj Sirimla,Nak pani undi lekapothey vache vanni ra......,2018,1,5,"['Nak', 'pani', 'undi', 'lekapothey', 'vache', 'vanni', 'ra', '']",6,42,FALSE
614,05-01-2018,11:18 AM, Cse Komal,Anthe Anthe Ra nek epudu Ade pani,2018,1,5,"['Anthe', 'Anthe', 'Ra', 'nek', 'epudu', 'Ade', 'pani']",5,30,FALSE
615,05-01-2018,11:19 AM, Cse Manasa,Ha avnu ra...mirante    peddolu elagaina possible cheksoni veltharu make ala kadu ra...,2018,1,5,"['Ha', 'avnu', 'ra', 'mirante', 'peddolu', 'elagaina', 'possible', 'cheksoni', 'veltharu', 'make', 'ala', 'kadu', 'ra', '']",12,84,FALSE
616,05-01-2018,11:21 AM, Cse Aruna Kumari,Same,2018,1,5,['Same'],-1,1,FALSE
617,05-01-2018,11:26 AM, Cse Shivani,Congrats sirimalla manoj😀😀,2018,1,5,"['Congrats', 'sirimalla', 'manoj', '']",2,23,FALSE
618,05-01-2018,11:32 AM, Cse Sruthi,Congratulations raaa Lalla😍😍😍🕺🏻,2018,1,5,"['Congratulations', 'raaa', 'Lalla', '']",2,28,FALSE
619,05-01-2018,11:35 AM, Fri Vishnu Prasad,"05 AM - Fri Santosh Cse changed the subject from ""Coganizantla Lolli😊😊"" to ""Happy bday Biscuit Babu😝""",2018,1,5,"['05', 'AM', 'Fri', 'Santosh', 'Cse', 'changed', 'the', 'subject', 'from', 'Coganizantla', 'Lolli', 'to', 'Happy', 'bday', 'Biscuit', 'Babu', '']",15,98,FALSE
620,05-02-2018,12:05 AM, Fri Saikirshna Bingi,Happy birthday ra crem😊😊,2018,2,5,"['Happy', 'birthday', 'ra', 'crem', '']",3,21,FALSE
621,05-02-2018,12:05 AM, Abhinav Mississippi,Happy birthday Darling😍😍😍😍🕺🏻🕺🏻🕺🏻🎂🎂🍾🍾🍾🍾🍾🍾🍾🍾🍾🍾,2018,2,5,"['Happy', 'birthday', 'Darling', '']",2,41,FALSE
622,05-02-2018,12:06 AM, Cse Niharika,Happy bday Ra Vishnu,2018,2,5,"['Happy', 'bday', 'Ra', 'Vishnu']",2,17,FALSE
623,05-02-2018,12:06 AM, Fri Manoj Sirimla,Happy birthday ra Vishnu😍,2018,2,5,"['Happy', 'birthday', 'ra', 'Vishnu', '']",3,22,FALSE
624,05-02-2018,12:18 AM, Fri Saikirshna Bingi,Many more happy returns of the day darling......😍😍😍,2018,2,5,"['Many', 'more', 'happy', 'returns', 'of', 'the', 'day', 'darling', '']",7,48,FALSE
625,05-02-2018,12:30 AM, Fri Saikirshna Bingi,47 AM - Abhinav Mississippi changed this group's icon,2018,2,5,"['47', 'AM', 'Abhinav', 'Mississippi', 'changed', 'this', 'group', 's', 'icon']",7,50,FALSE
626,05-02-2018,12:47 AM, Fri Saikirshna Bingi,Many More Happy returns of the day ra vishnu 😍😍,2018,2,5,"['Many', 'More', 'Happy', 'returns', 'of', 'the', 'day', 'ra', 'vishnu', '']",8,44,FALSE
627,05-02-2018,1:13 AM, Fri Saikirshna Bingi,30 AM - Fri Ramnarayan Cse changed this group's icon,2018,2,5,"['30', 'AM', 'Fri', 'Ramnarayan', 'Cse', 'changed', 'this', 'group', 's', 'icon']",8,49,FALSE
628,05-02-2018,1:30 AM, Fri Saikirshna Bingi,Many more happy returns of the day mama🕺🕺🕺🕺🍺🍺🍺🍺😍😍😍,2018,2,5,"['Many', 'more', 'happy', 'returns', 'of', 'the', 'day', 'mama', '']",7,47,FALSE
629,05-02-2018,4:32 AM, Fri Ramnarayan Cse,Many more happy returns of the day vishnu......🎂🎊,2018,2,5,"['Many', 'more', 'happy', 'returns', 'of', 'the', 'day', 'vishnu', '']",7,46,FALSE
630,05-02-2018,5:22 AM, Fri Vishnu Prasad,Happiee bday Vishnu,2018,2,5,"['Happiee', 'bday', 'Vishnu']",1,16,FALSE
631,05-02-2018,6:02 AM, Cse Niharika,Many more happy returnzzz of the vishnu 🍰🍰,2018,2,5,"['Many', 'more', 'happy', 'returnzzz', 'of', 'the', 'vishnu', '']",6,39,FALSE
632,05-02-2018,6:49 AM, Fri Manoj Sirimla,Happy Birthday Vishnu🎂,2018,2,5,"['Happy', 'Birthday', 'Vishnu', '']",2,19,FALSE
633,05-02-2018,7:12 AM, Cse Niharika,Happy birthday chitti,2018,2,5,"['Happy', 'birthday', 'chitti']",1,18,FALSE
634,05-02-2018,7:21 AM, Fri Vishnu Prasad,Happy birthday Vishnu,2018,2,5,"['Happy', 'birthday', 'Vishnu']",1,18,FALSE
635,05-02-2018,7:34 AM, Fri Manoj Sirimla,Happy birthday vishnu,2018,2,5,"['Happy', 'birthday', 'vishnu']",1,18,FALSE
636,05-02-2018,7:41 AM, Cse Niharika,Happy birthday ra Vishnu(L & T),2018,2,5,"['Happy', 'birthday', 'ra', 'Vishnu', 'L', 'T', '']",5,28,FALSE
637,05-02-2018,7:50 AM, Fri Manoj Sirimla,Happy birthday vishnu,2018,2,5,"['Happy', 'birthday', 'vishnu']",1,18,FALSE
638,05-02-2018,7:50 AM, Fri Manoj Sirimla,Happiee bday Vishnu,2018,2,5,"['Happiee', 'bday', 'Vishnu']",1,16,FALSE
639,05-02-2018,7:52 AM, Fri Manoj Sirimla,Hy bday vishnu,2018,2,5,"['Hy', 'bday', 'vishnu']",1,11,FALSE
640,05-02-2018,7:59 AM, Abhinav Mississippi,hapiee brthdy ra vishnu,2018,2,5,"['hapiee', 'brthdy', 'ra', 'vishnu']",2,20,FALSE
641,05-02-2018,8:02 AM, Fri Manoj Sirimla,Happiee bday Vishnu🎂,2018,2,5,"['Happiee', 'bday', 'Vishnu', '']",2,17,FALSE
642,05-02-2018,8:10 AM, Cse Niharika,Happy birthday vishnu..💐,2018,2,5,"['Happy', 'birthday', 'vishnu', '']",2,21,FALSE
643,05-02-2018,8:10 AM, Cse Niharika,Tq dostho...😘😘,2018,2,5,"['Tq', 'dostho', '']",1,11,FALSE
644,05-02-2018,8:24 AM, Fri Manoj Sirimla,Happy birthday Vishnu,2018,2,5,"['Happy', 'birthday', 'Vishnu']",1,18,FALSE
645,05-02-2018,8:29 AM, Cse Niharika,Happy birthday vishnu,2018,2,5,"['Happy', 'birthday', 'vishnu']",1,18,FALSE
646,05-02-2018,8:51 AM, Fri Manoj Sirimla,Happy birthday vishnu,2018,2,5,"['Happy', 'birthday', 'vishnu']",1,18,FALSE
647,05-02-2018,8:59 AM, Fri Manoj Sirimla,Happy birthday ra vishnu🎂🎂,2018,2,5,"['Happy', 'birthday', 'ra', 'vishnu', '']",3,23,FALSE
648,05-02-2018,9:06 AM, Fri Manoj Sirimla,Happy birthday Vishnu..🎂🥧,2018,2,5,"['Happy', 'birthday', 'Vishnu', '']",2,22,FALSE
649,05-02-2018,9:25 AM, Cse Niharika,Many more happy returns of the day VISHNU🎂🎂☺☺,2018,2,5,"['Many', 'more', 'happy', 'returns', 'of', 'the', 'day', 'VISHNU', '']",7,42,FALSE
650,05-02-2018,10:03 AM, Fri Manoj Sirimla,Eppie birthday motte🎭🦏,2018,2,5,"['Eppie', 'birthday', 'motte', '']",2,19,FALSE
651,05-02-2018,10:11 AM, Cse Niharika,Happy birthday Vishnu,2018,2,5,"['Happy', 'birthday', 'Vishnu']",1,18,FALSE
652,05-02-2018,11:34 AM, Fri Manoj Sirimla,Happie bday vishnu,2018,2,5,"['Happie', 'bday', 'vishnu']",1,15,FALSE
653,05-02-2018,11:37 AM, Fri Manoj Sirimla,Wish u many more happy returns of the day Pandi vish😜😜😀😀,2018,2,5,"['Wish', 'u', 'many', 'more', 'happy', 'returns', 'of', 'the', 'day', 'Pandi', 'vish', '']",10,53,FALSE
654,05-02-2018,PM, Cse Niharika,Happy birthday vishnu🎂🎂🎂,2018,2,5,"['Happy', 'birthday', 'vishnu', '']",2,21,FALSE
655,05-02-2018,PM, Cse Niharika,Happy birthday..Vishnu...,2018,2,5,"['Happy', 'birthday', 'Vishnu', '']",2,22,FALSE
656,05-02-2018,PM, Fri Manoj Sirimla,Tq dostho...😘😘 tq soo muchh for all ur wishes....😍😍 I always get delighted in receiving ur wishes... That happened even now... But only difference is u ppl r not encircling me...😭 Even though tq for spending ur minutes of time for thinking and wishing me...🙏🏼🙏🏼,2018,2,5,"['Tq', 'dostho', 'tq', 'soo', 'muchh', 'for', 'all', 'ur', 'wishes', 'I', 'always', 'get', 'delighted', 'in', 'receiving', 'ur', 'wishes', 'That', 'happened', 'even', 'now', 'But', 'only', 'difference', 'is', 'u', 'ppl', 'r', 'not', 'encircling', 'me', 'Even', 'though', 'tq', 'for', 'spending', 'ur', 'minutes', 'of', 'time', 'for', 'thinking', 'and', 'wishing', 'me', '']",44,258,FALSE
